Customer_ID,Customer_Name,Transaction_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Country,Country_Risk,Occupation,Account_Age_Months,KYC_Status,Branch,Risk_Score,Customer_Risk,Alert_Status,SAR_Flag
C01652,Customer_1652,T001652,2025-11-17,86644,Cash Deposit,Hong Kong,Medium,Salaried,68,Complete,Kolkata,30,Low,Closed,No
C01653,Customer_1653,T001653,2025-12-14,43452,Cash Withdrawal,India,Low,Business Owner,173,Complete,Chennai,0,Low,Closed,No
C01654,Customer_1654,T001654,2025-07-15,69387,Online Transfer,Canada,Low,Engineer,37,Pending,Mumbai,25,Low,Closed,No
C01655,Customer_1655,T001655,2025-08-09,110585,Cash Deposit,Hong Kong,Medium,Trader,132,Complete,Hyderabad,50,Medium,Closed,No
C01656,Customer_1656,T001656,2025-01-10,197236,Cash Withdrawal,Singapore,Low,Salaried,120,Complete,Hyderabad,40,Medium,Closed,No
C01657,Customer_1657,T001657,2025-06-29,38539,Online Transfer,India,Low,Doctor,72,Complete,Bangalore,0,Low,Closed,No
C01658,Customer_1658,T001658,2025-02-03,138787,Cheque,Cayman Islands,High,Engineer,106,Complete,Bangalore,65,Medium,Open,No
C01659,Customer_1659,T001659,2025-10-27,19299,Online Transfer,Canada,Low,Doctor,65,Incomplete,Chennai,15,Low,Closed,No
C01660,Customer_1660,T001660,2025-05-26,73637,Cash Withdrawal,India,Low,Consultant,129,Incomplete,Bangalore,35,Low,Closed,No
C01661,Customer_1661,T001661,2025-03-23,148593,Cash Deposit,Cayman Islands,High,Trader,6,Complete,Kolkata,65,Medium,Open,No
C01662,Customer_1662,T001662,2025-05-09,147977,Online Transfer,India,Low,Doctor,45,Complete,Hyderabad,40,Medium,Closed,No
C01663,Customer_1663,T001663,2025-05-08,214713,Cheque,India,Low,Salaried,47,Pending,Delhi,45,Medium,Closed,No
C01664,Customer_1664,T001664,2025-08-28,43835,Cheque,Singapore,Low,Freelancer,26,Complete,Chennai,0,Low,Closed,No
C01665,Customer_1665,T001665,2025-11-05,63992,Cash Deposit,India,Low,Business Owner,29,Pending,Bangalore,25,Low,Closed,No
C01666,Customer_1666,T001666,2025-06-23,57686,Cash Deposit,Germany,Low,Student,143,Complete,Mumbai,20,Low,Closed,No
C01667,Customer_1667,T001667,2025-11-23,98132,Cash Deposit,UK,Low,Engineer,135,Complete,Hyderabad,20,Low,Closed,No
C01668,Customer_1668,T001668,2025-12-04,30468,Cash Withdrawal,India,Low,Salaried,109,Complete,Chennai,0,Low,Closed,No
C01669,Customer_1669,T001669,2025-03-15,234424,Online Transfer,Cayman Islands,High,Consultant,22,Complete,Pune,65,Medium,Open,No
C01670,Customer_1670,T001670,2025-05-14,115363,Cash Withdrawal,Germany,Low,Student,59,Incomplete,Kolkata,55,Medium,Closed,No
C01671,Customer_1671,T001671,2025-03-03,1160,Cash Deposit,Cayman Islands,High,Engineer,125,Incomplete,Pune,40,Medium,Closed,No
C01672,Customer_1672,T001672,2025-03-25,246795,Cheque,Singapore,Low,Freelancer,33,Complete,Pune,40,Medium,Closed,No
C01673,Customer_1673,T001673,2025-02-24,225556,Cheque,USA,Low,Trader,158,Incomplete,Bangalore,55,Medium,Closed,No
C01674,Customer_1674,T001674,2025-12-25,147315,Cheque,Canada,Low,Trader,136,Pending,Kolkata,45,Medium,Closed,No
C01675,Customer_1675,T001675,2025-03-03,23935,Cheque,Hong Kong,Medium,Engineer,145,Pending,Delhi,15,Low,Closed,No
C01676,Customer_1676,T001676,2025-12-24,130800,Cash Withdrawal,India,Low,Salaried,91,Complete,Kolkata,40,Medium,Closed,No
C01677,Customer_1677,T001677,2025-07-28,59118,Cheque,USA,Low,Doctor,74,Complete,Pune,20,Low,Closed,No
C01678,Customer_1678,T001678,2025-03-09,245423,Cheque,Canada,Low,Business Owner,176,Complete,Bangalore,40,Medium,Closed,No
C01679,Customer_1679,T001679,2025-03-29,106286,Cash Deposit,Cayman Islands,High,Engineer,42,Complete,Chennai,65,Medium,Open,No
C01680,Customer_1680,T001680,2025-11-13,56844,Cash Deposit,USA,Low,Engineer,46,Complete,Pune,20,Low,Closed,No
C01681,Customer_1681,T001681,2025-10-04,32638,Cheque,Panama,High,Freelancer,73,Pending,Pune,30,Low,Closed,No
C01682,Customer_1682,T001682,2025-09-22,57239,Online Transfer,Cayman Islands,High,Salaried,18,Complete,Mumbai,45,Medium,Closed,No
C01683,Customer_1683,T001683,2025-01-15,245548,Cash Withdrawal,Cayman Islands,High,Freelancer,168,Complete,Pune,65,Medium,Open,No
C01684,Customer_1684,T001684,2025-09-16,60379,Online Transfer,Panama,High,Student,156,Complete,Chennai,45,Medium,Closed,No
C01685,Customer_1685,T001685,2025-04-01,63299,Online Transfer,India,Low,Freelancer,23,Complete,Bangalore,20,Low,Closed,No
C01686,Customer_1686,T001686,2025-12-09,227421,Cash Withdrawal,Canada,Low,Doctor,130,Complete,Hyderabad,40,Medium,Closed,No
C01687,Customer_1687,T001687,2025-10-09,205846,Cash Withdrawal,Singapore,Low,Doctor,157,Complete,Kolkata,40,Medium,Closed,No
C01688,Customer_1688,T001688,2025-12-28,95193,Cheque,Germany,Low,Trader,161,Incomplete,Hyderabad,35,Low,Closed,No
C01689,Customer_1689,T001689,2025-09-26,149071,Cheque,UAE,Medium,Trader,120,Complete,Bangalore,50,Medium,Closed,No
C01690,Customer_1690,T001690,2025-11-25,206402,Cheque,Canada,Low,Trader,127,Pending,Hyderabad,45,Medium,Closed,No
C01691,Customer_1691,T001691,2025-12-20,69311,Cheque,Germany,Low,Doctor,123,Pending,Mumbai,25,Low,Closed,No
C01692,Customer_1692,T001692,2025-02-22,138353,Cash Deposit,UAE,Medium,Business Owner,52,Complete,Kolkata,50,Medium,Closed,No
C01693,Customer_1693,T001693,2025-03-30,183116,Online Transfer,Canada,Low,Student,89,Complete,Hyderabad,40,Medium,Closed,No
C01694,Customer_1694,T001694,2025-08-10,165049,Cash Withdrawal,UAE,Medium,Freelancer,90,Complete,Pune,50,Medium,Closed,No
C01695,Customer_1695,T001695,2025-06-30,172597,Online Transfer,Canada,Low,Consultant,146,Pending,Mumbai,45,Medium,Closed,No
C01696,Customer_1696,T001696,2025-02-19,240958,Wire Transfer,UK,Low,Consultant,170,Complete,Delhi,60,Medium,Open,No
C01697,Customer_1697,T001697,2025-07-15,26800,Cheque,Canada,Low,Engineer,13,Complete,Delhi,0,Low,Closed,No
C01698,Customer_1698,T001698,2025-08-27,188722,Wire Transfer,UK,Low,Trader,101,Complete,Hyderabad,60,Medium,Open,No
C01699,Customer_1699,T001699,2025-02-12,21851,Cheque,Cayman Islands,High,Doctor,116,Incomplete,Mumbai,40,Medium,Closed,No
C01700,Customer_1700,T001700,2025-08-14,123714,Wire Transfer,India,Low,Student,90,Pending,Pune,65,Medium,Open,No
C01701,Customer_1701,T001701,2025-07-11,40313,Cash Withdrawal,Singapore,Low,Trader,9,Complete,Delhi,0,Low,Closed,No
C01702,Customer_1702,T001702,2025-11-28,95517,Online Transfer,Germany,Low,Doctor,103,Incomplete,Mumbai,35,Low,Closed,No
C01703,Customer_1703,T001703,2025-05-12,85981,Cash Deposit,Germany,Low,Engineer,97,Complete,Pune,20,Low,Closed,No
C01704,Customer_1704,T001704,2025-11-13,223175,Wire Transfer,Panama,High,Freelancer,56,Pending,Kolkata,90,High,Open,Yes
C01705,Customer_1705,T001705,2025-01-28,65058,Cheque,Hong Kong,Medium,Consultant,48,Complete,Mumbai,30,Low,Closed,No
C01706,Customer_1706,T001706,2025-12-13,95292,Wire Transfer,UAE,Medium,Doctor,145,Complete,Chennai,50,Medium,Closed,No
C01707,Customer_1707,T001707,2025-10-23,84964,Cheque,Germany,Low,Freelancer,17,Incomplete,Hyderabad,35,Low,Closed,No
C01708,Customer_1708,T001708,2025-12-23,118402,Cash Deposit,Cayman Islands,High,Freelancer,93,Complete,Mumbai,65,Medium,Open,No
C01709,Customer_1709,T001709,2025-06-08,210926,Online Transfer,Panama,High,Student,83,Pending,Chennai,70,High,Open,No
C01710,Customer_1710,T001710,2025-02-04,96765,Cash Deposit,India,Low,Student,106,Complete,Kolkata,20,Low,Closed,No
C01711,Customer_1711,T001711,2025-10-21,207860,Cheque,Panama,High,Consultant,94,Complete,Delhi,65,Medium,Open,No
C01712,Customer_1712,T001712,2025-08-04,93611,Cash Withdrawal,Panama,High,Engineer,167,Complete,Bangalore,45,Medium,Closed,No
C01713,Customer_1713,T001713,2025-04-11,216600,Cash Deposit,Cayman Islands,High,Freelancer,51,Complete,Hyderabad,65,Medium,Open,No
C01714,Customer_1714,T001714,2025-06-09,12197,Cheque,USA,Low,Business Owner,107,Complete,Hyderabad,0,Low,Closed,No
C01715,Customer_1715,T001715,2025-08-30,202323,Wire Transfer,UAE,Medium,Business Owner,17,Pending,Chennai,75,High,Open,Yes
C01716,Customer_1716,T001716,2025-03-27,81093,Wire Transfer,India,Low,Consultant,73,Complete,Mumbai,40,Medium,Closed,No
C01717,Customer_1717,T001717,2025-08-22,78557,Online Transfer,India,Low,Consultant,153,Complete,Hyderabad,20,Low,Closed,No
C01718,Customer_1718,T001718,2025-06-03,61345,Online Transfer,UK,Low,Business Owner,41,Complete,Hyderabad,20,Low,Closed,No
C01719,Customer_1719,T001719,2025-12-12,91878,Cash Withdrawal,Hong Kong,Medium,Salaried,155,Pending,Pune,35,Low,Closed,No
C01720,Customer_1720,T001720,2025-11-06,177531,Cheque,USA,Low,Student,130,Complete,Bangalore,40,Medium,Closed,No
C01721,Customer_1721,T001721,2025-08-16,82810,Online Transfer,India,Low,Freelancer,143,Pending,Kolkata,25,Low,Closed,No
C01722,Customer_1722,T001722,2025-05-25,134343,Online Transfer,USA,Low,Student,119,Complete,Chennai,40,Medium,Closed,No
C01723,Customer_1723,T001723,2025-04-12,130007,Wire Transfer,Cayman Islands,High,Doctor,89,Complete,Pune,85,High,Open,Yes
C01724,Customer_1724,T001724,2025-07-08,148866,Cash Withdrawal,UK,Low,Salaried,39,Complete,Chennai,40,Medium,Closed,No
C01725,Customer_1725,T001725,2025-04-24,9000,Wire Transfer,Germany,Low,Engineer,163,Complete,Pune,20,Low,Closed,No
C01726,Customer_1726,T001726,2025-07-01,19538,Cheque,Cayman Islands,High,Doctor,40,Pending,Mumbai,30,Low,Closed,No
C01727,Customer_1727,T001727,2025-04-28,45141,Wire Transfer,UK,Low,Consultant,152,Complete,Bangalore,20,Low,Closed,No
C01728,Customer_1728,T001728,2025-03-16,20099,Cash Withdrawal,Canada,Low,Consultant,25,Complete,Bangalore,0,Low,Closed,No
C01729,Customer_1729,T001729,2025-09-09,20023,Cash Withdrawal,USA,Low,Freelancer,12,Complete,Hyderabad,0,Low,Closed,No
C01730,Customer_1730,T001730,2025-10-30,236006,Cheque,Hong Kong,Medium,Engineer,166,Complete,Delhi,50,Medium,Closed,No
C01731,Customer_1731,T001731,2025-12-29,35730,Wire Transfer,Panama,High,Business Owner,115,Complete,Mumbai,45,Medium,Closed,No
C01732,Customer_1732,T001732,2025-08-23,68683,Cash Deposit,Panama,High,Doctor,95,Incomplete,Pune,60,Medium,Open,No
C01733,Customer_1733,T001733,2025-05-14,47143,Cash Withdrawal,UK,Low,Freelancer,69,Complete,Mumbai,0,Low,Closed,No
C01734,Customer_1734,T001734,2025-01-05,46656,Cheque,Germany,Low,Salaried,16,Complete,Delhi,0,Low,Closed,No
C01735,Customer_1735,T001735,2025-08-04,221425,Cash Withdrawal,Panama,High,Consultant,161,Incomplete,Mumbai,80,High,Open,Yes
C01736,Customer_1736,T001736,2025-08-29,27203,Cash Withdrawal,Hong Kong,Medium,Engineer,57,Pending,Hyderabad,15,Low,Closed,No
C01737,Customer_1737,T001737,2025-07-13,50975,Wire Transfer,UAE,Medium,Business Owner,32,Complete,Mumbai,50,Medium,Closed,No
C01738,Customer_1738,T001738,2025-06-24,70630,Cash Withdrawal,Cayman Islands,High,Consultant,141,Complete,Kolkata,45,Medium,Closed,No
C01739,Customer_1739,T001739,2025-11-29,51025,Cash Deposit,Singapore,Low,Freelancer,175,Pending,Pune,25,Low,Closed,No
C01740,Customer_1740,T001740,2025-01-23,197345,Cheque,Germany,Low,Freelancer,76,Complete,Bangalore,40,Medium,Closed,No
C01741,Customer_1741,T001741,2025-07-26,242514,Cash Withdrawal,Cayman Islands,High,Consultant,34,Pending,Delhi,70,High,Open,No
C01742,Customer_1742,T001742,2025-02-28,7560,Online Transfer,UK,Low,Business Owner,157,Complete,Hyderabad,0,Low,Closed,No
C01743,Customer_1743,T001743,2025-11-10,171944,Cheque,Panama,High,Business Owner,11,Complete,Hyderabad,65,Medium,Open,No
C01744,Customer_1744,T001744,2025-06-12,183559,Online Transfer,Cayman Islands,High,Business Owner,101,Complete,Mumbai,65,Medium,Open,No
C01745,Customer_1745,T001745,2025-05-21,217883,Wire Transfer,Germany,Low,Business Owner,82,Complete,Delhi,60,Medium,Open,No
C01746,Customer_1746,T001746,2025-08-04,23237,Cash Withdrawal,Hong Kong,Medium,Freelancer,105,Complete,Bangalore,10,Low,Closed,No
C01747,Customer_1747,T001747,2025-07-10,240657,Cash Deposit,Cayman Islands,High,Doctor,26,Complete,Delhi,65,Medium,Open,No
C01748,Customer_1748,T001748,2025-09-03,22825,Cash Deposit,UAE,Medium,Student,134,Complete,Bangalore,10,Low,Closed,No
C01749,Customer_1749,T001749,2025-11-22,23382,Cheque,USA,Low,Salaried,59,Complete,Delhi,0,Low,Closed,No
C01750,Customer_1750,T001750,2025-07-26,136305,Wire Transfer,Hong Kong,Medium,Freelancer,110,Complete,Bangalore,70,High,Open,No
C01751,Customer_1751,T001751,2025-03-06,66237,Wire Transfer,Canada,Low,Student,39,Complete,Delhi,40,Medium,Closed,No
C01752,Customer_1752,T001752,2025-12-31,238950,Wire Transfer,Cayman Islands,High,Freelancer,113,Complete,Delhi,85,High,Open,Yes
C01753,Customer_1753,T001753,2025-06-07,111305,Cash Withdrawal,Germany,Low,Student,175,Complete,Mumbai,40,Medium,Closed,No
C01754,Customer_1754,T001754,2025-08-09,34740,Wire Transfer,Canada,Low,Consultant,10,Pending,Kolkata,25,Low,Closed,No
C01755,Customer_1755,T001755,2025-07-29,36199,Cash Withdrawal,Canada,Low,Consultant,86,Complete,Delhi,0,Low,Closed,No
C01756,Customer_1756,T001756,2025-05-25,234688,Cash Deposit,Germany,Low,Doctor,128,Incomplete,Mumbai,55,Medium,Closed,No
C01757,Customer_1757,T001757,2025-04-14,26447,Cash Deposit,UK,Low,Consultant,26,Complete,Hyderabad,0,Low,Closed,No
C01758,Customer_1758,T001758,2025-04-07,18227,Cheque,USA,Low,Doctor,163,Pending,Delhi,5,Low,Closed,No
C01759,Customer_1759,T001759,2025-10-16,99317,Cash Deposit,Cayman Islands,High,Salaried,4,Complete,Hyderabad,45,Medium,Closed,No
C01760,Customer_1760,T001760,2025-06-12,100097,Wire Transfer,Hong Kong,Medium,Salaried,143,Pending,Delhi,75,High,Open,Yes
C01761,Customer_1761,T001761,2025-03-26,48163,Online Transfer,Hong Kong,Medium,Student,30,Incomplete,Mumbai,25,Low,Closed,No
C01762,Customer_1762,T001762,2025-11-25,130269,Online Transfer,Singapore,Low,Student,142,Complete,Pune,40,Medium,Closed,No
C01763,Customer_1763,T001763,2025-07-15,159702,Cheque,Canada,Low,Freelancer,49,Complete,Pune,40,Medium,Closed,No
C01764,Customer_1764,T001764,2025-05-06,1866,Cheque,UK,Low,Salaried,114,Incomplete,Bangalore,15,Low,Closed,No
C01765,Customer_1765,T001765,2025-03-25,34628,Online Transfer,India,Low,Freelancer,147,Complete,Pune,0,Low,Closed,No
C01766,Customer_1766,T001766,2025-03-31,35364,Cash Withdrawal,Cayman Islands,High,Doctor,79,Pending,Chennai,30,Low,Closed,No
C01767,Customer_1767,T001767,2025-09-24,175972,Cheque,UAE,Medium,Student,30,Incomplete,Bangalore,65,Medium,Open,No
C01768,Customer_1768,T001768,2025-02-27,137162,Cash Deposit,Panama,High,Engineer,28,Complete,Pune,65,Medium,Open,No
C01769,Customer_1769,T001769,2025-05-16,2797,Wire Transfer,UAE,Medium,Engineer,2,Pending,Mumbai,35,Low,Closed,No
C01770,Customer_1770,T001770,2025-10-22,151024,Cheque,UAE,Medium,Student,105,Complete,Chennai,50,Medium,Closed,No
C01771,Customer_1771,T001771,2025-07-09,22036,Online Transfer,Singapore,Low,Business Owner,96,Complete,Pune,0,Low,Closed,No
C01772,Customer_1772,T001772,2025-03-19,78289,Wire Transfer,Singapore,Low,Student,176,Complete,Delhi,40,Medium,Closed,No
C01773,Customer_1773,T001773,2025-10-21,47638,Cash Withdrawal,UAE,Medium,Freelancer,175,Complete,Bangalore,10,Low,Closed,No
C01774,Customer_1774,T001774,2025-03-07,85248,Cash Withdrawal,UAE,Medium,Freelancer,119,Complete,Mumbai,30,Low,Closed,No
C01775,Customer_1775,T001775,2025-08-13,195466,Cash Withdrawal,Singapore,Low,Consultant,88,Complete,Chennai,40,Medium,Closed,No
C01776,Customer_1776,T001776,2025-01-20,34509,Cheque,Germany,Low,Freelancer,34,Complete,Bangalore,0,Low,Closed,No
C01777,Customer_1777,T001777,2025-03-07,51783,Cheque,Hong Kong,Medium,Consultant,91,Pending,Kolkata,35,Low,Closed,No
C01778,Customer_1778,T001778,2025-06-24,132504,Cheque,USA,Low,Salaried,65,Complete,Chennai,40,Medium,Closed,No
C01779,Customer_1779,T001779,2025-01-25,98895,Online Transfer,UK,Low,Business Owner,23,Complete,Delhi,20,Low,Closed,No
C01780,Customer_1780,T001780,2025-03-06,238284,Online Transfer,Hong Kong,Medium,Salaried,135,Complete,Kolkata,50,Medium,Closed,No
C01781,Customer_1781,T001781,2025-03-14,3277,Online Transfer,Panama,High,Engineer,94,Complete,Hyderabad,25,Low,Closed,No
C01782,Customer_1782,T001782,2025-04-28,221537,Cash Deposit,India,Low,Business Owner,27,Complete,Chennai,40,Medium,Closed,No
C01783,Customer_1783,T001783,2025-10-02,186606,Cash Withdrawal,UAE,Medium,Student,101,Complete,Mumbai,50,Medium,Closed,No
C01784,Customer_1784,T001784,2025-10-13,132390,Wire Transfer,Panama,High,Salaried,106,Pending,Kolkata,90,High,Open,Yes
C01785,Customer_1785,T001785,2025-09-27,175697,Online Transfer,Germany,Low,Engineer,83,Complete,Pune,40,Medium,Closed,No
C01786,Customer_1786,T001786,2025-05-14,26998,Wire Transfer,USA,Low,Student,130,Incomplete,Kolkata,35,Low,Closed,No
C01787,Customer_1787,T001787,2025-06-12,50044,Cheque,Singapore,Low,Consultant,111,Complete,Chennai,20,Low,Closed,No
C01788,Customer_1788,T001788,2025-11-17,93261,Online Transfer,Germany,Low,Trader,62,Pending,Chennai,25,Low,Closed,No
C01789,Customer_1789,T001789,2025-11-20,166053,Cash Withdrawal,Panama,High,Consultant,173,Complete,Hyderabad,65,Medium,Open,No
C01790,Customer_1790,T001790,2025-03-06,58111,Wire Transfer,UAE,Medium,Consultant,16,Complete,Bangalore,50,Medium,Closed,No
C01791,Customer_1791,T001791,2025-06-27,136883,Online Transfer,Cayman Islands,High,Consultant,81,Complete,Pune,65,Medium,Open,No
C01792,Customer_1792,T001792,2025-09-17,1564,Cheque,Panama,High,Salaried,4,Complete,Pune,25,Low,Closed,No
C01793,Customer_1793,T001793,2025-09-22,195825,Cash Deposit,USA,Low,Freelancer,169,Complete,Pune,40,Medium,Closed,No
C01794,Customer_1794,T001794,2025-06-13,38863,Wire Transfer,USA,Low,Consultant,74,Pending,Delhi,25,Low,Closed,No
C01795,Customer_1795,T001795,2025-09-01,74695,Online Transfer,USA,Low,Consultant,80,Complete,Chennai,20,Low,Closed,No
C01796,Customer_1796,T001796,2025-01-27,204253,Cash Deposit,Singapore,Low,Salaried,116,Pending,Delhi,45,Medium,Closed,No
C01797,Customer_1797,T001797,2025-09-19,193069,Wire Transfer,USA,Low,Student,106,Complete,Pune,60,Medium,Open,No
C01798,Customer_1798,T001798,2025-04-25,128690,Wire Transfer,Hong Kong,Medium,Salaried,117,Complete,Kolkata,70,High,Open,No
C01799,Customer_1799,T001799,2025-04-11,244592,Online Transfer,Hong Kong,Medium,Business Owner,108,Complete,Pune,50,Medium,Closed,No
C01800,Customer_1800,T001800,2025-07-29,172987,Cheque,UAE,Medium,Engineer,105,Complete,Bangalore,50,Medium,Closed,No
C01801,Customer_1801,T001801,2025-11-29,68180,Online Transfer,Panama,High,Salaried,35,Complete,Mumbai,45,Medium,Closed,No
C01802,Customer_1802,T001802,2025-08-31,7456,Cash Withdrawal,Hong Kong,Medium,Business Owner,132,Pending,Chennai,15,Low,Closed,No
C01803,Customer_1803,T001803,2025-01-21,131212,Cash Withdrawal,India,Low,Business Owner,97,Complete,Hyderabad,40,Medium,Closed,No
C01804,Customer_1804,T001804,2025-07-13,112585,Online Transfer,USA,Low,Freelancer,120,Incomplete,Delhi,55,Medium,Closed,No
C01805,Customer_1805,T001805,2025-08-29,213742,Wire Transfer,Canada,Low,Engineer,20,Pending,Kolkata,65,Medium,Open,No
C01806,Customer_1806,T001806,2025-09-14,53655,Cash Withdrawal,Singapore,Low,Business Owner,88,Complete,Bangalore,20,Low,Closed,No
C01807,Customer_1807,T001807,2025-06-26,122214,Wire Transfer,UK,Low,Doctor,178,Complete,Bangalore,60,Medium,Open,No
C01808,Customer_1808,T001808,2025-09-09,240249,Wire Transfer,Panama,High,Consultant,111,Incomplete,Kolkata,100,High,Open,Yes
C01809,Customer_1809,T001809,2025-12-25,112875,Online Transfer,Canada,Low,Trader,24,Complete,Pune,40,Medium,Closed,No
C01810,Customer_1810,T001810,2025-06-02,39373,Cash Withdrawal,Cayman Islands,High,Trader,45,Incomplete,Chennai,40,Medium,Closed,No
C01811,Customer_1811,T001811,2025-05-17,162682,Cash Withdrawal,India,Low,Trader,74,Complete,Mumbai,40,Medium,Closed,No
C01812,Customer_1812,T001812,2025-08-17,7069,Online Transfer,Panama,High,Trader,178,Complete,Chennai,25,Low,Closed,No
C01813,Customer_1813,T001813,2025-07-01,170745,Wire Transfer,India,Low,Salaried,96,Complete,Kolkata,60,Medium,Open,No
C01814,Customer_1814,T001814,2025-08-23,208906,Online Transfer,Canada,Low,Trader,42,Complete,Bangalore,40,Medium,Closed,No
C01815,Customer_1815,T001815,2025-08-10,63933,Wire Transfer,Panama,High,Student,123,Complete,Chennai,65,Medium,Open,No
C01816,Customer_1816,T001816,2025-01-23,237024,Online Transfer,UK,Low,Student,130,Complete,Bangalore,40,Medium,Closed,No
C01817,Customer_1817,T001817,2025-12-06,137285,Online Transfer,Panama,High,Trader,3,Complete,Kolkata,65,Medium,Open,No
C01818,Customer_1818,T001818,2025-07-28,44842,Cheque,Canada,Low,Trader,160,Complete,Bangalore,0,Low,Closed,No
C01819,Customer_1819,T001819,2025-11-02,92854,Cheque,Singapore,Low,Engineer,42,Complete,Pune,20,Low,Closed,No
C01820,Customer_1820,T001820,2025-01-07,149636,Cheque,USA,Low,Trader,177,Complete,Bangalore,40,Medium,Closed,No
C01821,Customer_1821,T001821,2025-02-19,20943,Cash Deposit,USA,Low,Student,154,Complete,Pune,0,Low,Closed,No
C01822,Customer_1822,T001822,2025-03-07,224484,Cash Withdrawal,Panama,High,Student,12,Complete,Hyderabad,65,Medium,Open,No
C01823,Customer_1823,T001823,2025-06-14,142964,Online Transfer,Germany,Low,Student,37,Complete,Delhi,40,Medium,Closed,No
C01824,Customer_1824,T001824,2025-03-09,108643,Cash Deposit,UAE,Medium,Doctor,26,Complete,Pune,50,Medium,Closed,No
C01825,Customer_1825,T001825,2025-07-03,138139,Cash Deposit,Cayman Islands,High,Doctor,45,Complete,Hyderabad,65,Medium,Open,No
C01826,Customer_1826,T001826,2025-09-19,247442,Cash Deposit,India,Low,Consultant,66,Complete,Kolkata,40,Medium,Closed,No
C01827,Customer_1827,T001827,2025-05-12,145775,Cash Deposit,Germany,Low,Business Owner,178,Complete,Delhi,40,Medium,Closed,No
C01828,Customer_1828,T001828,2025-03-01,21975,Cash Withdrawal,Singapore,Low,Student,118,Complete,Pune,0,Low,Closed,No
C01829,Customer_1829,T001829,2025-05-24,213283,Cheque,UK,Low,Salaried,87,Complete,Hyderabad,40,Medium,Closed,No
C01830,Customer_1830,T001830,2025-09-23,120741,Cash Withdrawal,Hong Kong,Medium,Doctor,66,Complete,Kolkata,50,Medium,Closed,No
C01831,Customer_1831,T001831,2025-04-29,228984,Online Transfer,UK,Low,Doctor,129,Incomplete,Delhi,55,Medium,Closed,No
C01832,Customer_1832,T001832,2025-12-30,156484,Wire Transfer,Hong Kong,Medium,Doctor,81,Pending,Hyderabad,75,High,Open,Yes
C01833,Customer_1833,T001833,2025-10-04,200183,Cheque,USA,Low,Trader,59,Complete,Chennai,40,Medium,Closed,No
C01834,Customer_1834,T001834,2025-11-23,100172,Cheque,UAE,Medium,Doctor,60,Pending,Mumbai,55,Medium,Closed,No
C01835,Customer_1835,T001835,2025-01-20,157427,Wire Transfer,USA,Low,Freelancer,109,Complete,Kolkata,60,Medium,Open,No
C01836,Customer_1836,T001836,2025-07-27,179794,Cheque,UAE,Medium,Salaried,156,Complete,Pune,50,Medium,Closed,No
C01837,Customer_1837,T001837,2025-05-04,218830,Cash Deposit,India,Low,Consultant,150,Complete,Mumbai,40,Medium,Closed,No
C01838,Customer_1838,T001838,2025-01-21,160755,Cheque,India,Low,Freelancer,103,Complete,Chennai,40,Medium,Closed,No
C01839,Customer_1839,T001839,2025-06-21,75559,Wire Transfer,UAE,Medium,Student,130,Complete,Mumbai,50,Medium,Closed,No
C01840,Customer_1840,T001840,2025-04-06,228763,Wire Transfer,Panama,High,Freelancer,106,Complete,Chennai,85,High,Open,Yes
C01841,Customer_1841,T001841,2025-06-09,151922,Online Transfer,UAE,Medium,Doctor,127,Complete,Delhi,50,Medium,Closed,No
C01842,Customer_1842,T001842,2025-03-06,99886,Cash Withdrawal,Singapore,Low,Student,85,Pending,Mumbai,25,Low,Closed,No
C01843,Customer_1843,T001843,2025-04-29,31496,Cash Deposit,Germany,Low,Engineer,164,Complete,Chennai,0,Low,Closed,No
C01844,Customer_1844,T001844,2025-01-10,148700,Cash Deposit,Hong Kong,Medium,Consultant,61,Complete,Hyderabad,50,Medium,Closed,No
C01845,Customer_1845,T001845,2025-12-20,119632,Cash Deposit,USA,Low,Salaried,38,Complete,Kolkata,40,Medium,Closed,No
C01846,Customer_1846,T001846,2025-07-26,26597,Cash Withdrawal,Hong Kong,Medium,Consultant,117,Complete,Hyderabad,10,Low,Closed,No
C01847,Customer_1847,T001847,2025-05-23,74448,Cheque,Singapore,Low,Engineer,137,Complete,Delhi,20,Low,Closed,No
C01848,Customer_1848,T001848,2025-02-01,44682,Cash Deposit,Panama,High,Doctor,45,Complete,Mumbai,25,Low,Closed,No
C01849,Customer_1849,T001849,2025-04-22,11160,Wire Transfer,Germany,Low,Salaried,101,Complete,Bangalore,20,Low,Closed,No
C01850,Customer_1850,T001850,2025-07-23,161697,Online Transfer,India,Low,Doctor,39,Incomplete,Kolkata,55,Medium,Closed,No
C01851,Customer_1851,T001851,2025-01-24,59774,Cash Deposit,USA,Low,Business Owner,39,Pending,Chennai,25,Low,Closed,No
C01852,Customer_1852,T001852,2025-05-17,14608,Cash Withdrawal,India,Low,Freelancer,146,Complete,Chennai,0,Low,Closed,No
C01853,Customer_1853,T001853,2025-01-13,12560,Cash Withdrawal,Hong Kong,Medium,Salaried,13,Pending,Bangalore,15,Low,Closed,No
C01854,Customer_1854,T001854,2025-09-20,245620,Cheque,USA,Low,Business Owner,133,Complete,Delhi,40,Medium,Closed,No
C01855,Customer_1855,T001855,2025-05-05,59160,Cash Deposit,Germany,Low,Trader,94,Pending,Kolkata,25,Low,Closed,No
